State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Tamil Nadu",Salem,"Elampillai(Uzhavar Sandhai )",Coconut,Coconut,Local,31/10/2025,7500,8000,8000
"Tamil Nadu",Salem,"Elampillai(Uzhavar Sandhai )","Green Avare (W)","Avare (W)",Local,31/10/2025,8000,8500,8500
"Tamil Nadu",Salem,"Elampillai(Uzhavar Sandhai )",Guava,"Guava Alahabad",Local,31/10/2025,3600,4000,4000
"Tamil Nadu",Salem,"Elampillai(Uzhavar Sandhai )",Lemon,Lemon,Local,31/10/2025,4500,5000,5000
"Tamil Nadu",Salem,"Elampillai(Uzhavar Sandhai )",Marigold(Calcutta),Marigold(Calcutta),Local,31/10/2025,8000,8500,8500
"Tamil Nadu",Salem,"Hasthampatti(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,31/10/2025,4000,4000,4000
"Tamil Nadu",Salem,"Hasthampatti(Uzhavar Sandhai )","Bitter gourd","Bitter Gourd",Local,31/10/2025,5000,5800,5800
"Tamil Nadu",Salem,"Hasthampatti(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,31/10/2025,5000,5600,5600
"Tamil Nadu",Salem,"Hasthampatti(Uzhavar Sandhai )",Cucumbar(Kheera),Cucumbar,Local,31/10/2025,5000,5000,5000
"Tamil Nadu",Salem,"Hasthampatti(Uzhavar Sandhai )","Custard Apple (Sharifa)","Custard Apple(Sharifa)",Local,31/10/2025,5000,8000,8000
"Tamil Nadu",Salem,"Hasthampatti(Uzhavar Sandhai )",Drumstick,Drumstick,Local,31/10/2025,4000,7000,7000
"Tamil Nadu",Salem,"Hasthampatti(Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,31/10/2025,9000,10000,10000
"Tamil Nadu",Salem,"Hasthampatti(Uzhavar Sandhai )","Indian Beans (Seam)","Indian Beans (Seam)",Local,31/10/2025,6000,6000,6000
"Tamil Nadu",Salem,"Hasthampatti(Uzhavar Sandhai )",Lime,Lime,Local,31/10/2025,4000,4000,4000
"Tamil Nadu",Salem,"Hasthampatti(Uzhavar Sandhai )",Mashrooms,Mashrooms,Local,31/10/2025,4000,4000,4000
"Tamil Nadu",Salem,"Hasthampatti(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,31/10/2025,3000,3000,3000
"Tamil Nadu",Salem,"Hasthampatti(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,31/10/2025,2800,2800,2800
"Tamil Nadu",Salem,"Hasthampatti(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,31/10/2025,5000,5500,5500
"Tamil Nadu",Salem,"Jalagandapuram(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,31/10/2025,1700,2000,2000
"Tamil Nadu",Salem,"Jalagandapuram(Uzhavar Sandhai )",Ashgourd,Gouard,Local,31/10/2025,2000,2400,2400
"Tamil Nadu",Salem,"Jalagandapuram(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,31/10/2025,3500,4000,4000
"Tamil Nadu",Salem,"Jalagandapuram(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,31/10/2025,1600,2000,2000
"Tamil Nadu",Salem,"Jalagandapuram(Uzhavar Sandhai )",Capsicum,Capsicum,Local,31/10/2025,7000,7500,7500
"Tamil Nadu",Salem,"Jalagandapuram(Uzhavar Sandhai )",Carrot,Pusakesar,Local,31/10/2025,7000,7500,7500
"Tamil Nadu",Salem,"Jalagandapuram(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,31/10/2025,3000,3500,3500
"Tamil Nadu",Salem,"Jalagandapuram(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,31/10/2025,4000,4500,4500
"Tamil Nadu",Salem,"Jalagandapuram(Uzhavar Sandhai )",Cowpea(Veg),"Cowpea (Veg)",Local,31/10/2025,4000,4500,4500
"Tamil Nadu",Salem,"Jalagandapuram(Uzhavar Sandhai )",Guava,"Guava Alahabad",Local,31/10/2025,4500,5000,5000
"Tamil Nadu",Salem,"Jalagandapuram(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,31/10/2025,3500,4000,4000
"Tamil Nadu",Salem,"Jalagandapuram(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,31/10/2025,3000,3500,3500
"Tamil Nadu",Salem,"Mettur(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,31/10/2025,2000,2500,2500
"Tamil Nadu",Salem,"Mettur(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,31/10/2025,2500,3000,3000
"Tamil Nadu",Salem,"Mettur(Uzhavar Sandhai )",Cowpea(Veg),"Cowpea (Veg)",Local,31/10/2025,5000,6000,6000
"Tamil Nadu",Salem,"Mettur(Uzhavar Sandhai )",Guava,"Guava Alahabad",Local,31/10/2025,4000,5000,5000
"Tamil Nadu",Salem,"Mettur(Uzhavar Sandhai )","Knool Khol","Knool Khol",Local,31/10/2025,6000,7000,7000
"Tamil Nadu",Salem,"Mettur(Uzhavar Sandhai )","Mango (Raw-Ripe)","Mango - Raw-Ripe",Local,31/10/2025,5000,6000,6000
"Tamil Nadu",Salem,"Mettur(Uzhavar Sandhai )",Mashrooms,Mashrooms,Local,31/10/2025,2500,3000,3000
"Tamil Nadu",Salem,"Mettur(Uzhavar Sandhai )",Rose(Local),"Rose (Local)",Local,31/10/2025,20000,25000,25000
"Tamil Nadu",Salem,"Sooramangalam(Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,31/10/2025,10000,11500,11500
"Tamil Nadu",Salem,"Sooramangalam(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,31/10/2025,3400,3600,3600
"Tamil Nadu",Salem,"Sooramangalam(Uzhavar Sandhai )",Carrot,Pusakesar,Local,31/10/2025,7200,7600,7600
"Tamil Nadu",Salem,"Sooramangalam(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,31/10/2025,4000,4400,4400
"Tamil Nadu",Salem,"Sooramangalam(Uzhavar Sandhai )",Cowpea(Veg),"Cowpea (Veg)",Local,31/10/2025,4500,5000,5000
"Tamil Nadu",Salem,"Sooramangalam(Uzhavar Sandhai )",Drumstick,Drumstick,Local,31/10/2025,6500,7500,7500
"Tamil Nadu",Salem,"Sooramangalam(Uzhavar Sandhai )",Lemon,Lemon,Local,31/10/2025,3000,5000,5000
"Tamil Nadu",Salem,"Sooramangalam(Uzhavar Sandhai )","Mango (Raw-Ripe)","Mango - Raw-Ripe",Local,31/10/2025,5000,6000,6000
"Tamil Nadu",Salem,"Sooramangalam(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,31/10/2025,3000,3500,3500
"Tamil Nadu",Salem,"Sooramangalam(Uzhavar Sandhai )",Tapioca,Tapioca,Local,31/10/2025,2000,2500,2500
"Tamil Nadu",Salem,"Sooramangalam(Uzhavar Sandhai )","Tender Coconut","Tender Coconut",Local,31/10/2025,2500,3500,3500
"Tamil Nadu",Salem,"Thammampatti (Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,31/10/2025,3000,3500,3500
"Tamil Nadu",Salem,"Thammampatti (Uzhavar Sandhai )","Elephant Yam (Suran)","Elephant Yam (Suran)",Local,31/10/2025,4500,5000,5000
"Tamil Nadu",Salem,"Thammampatti (Uzhavar Sandhai )","Onion Green","Onion Green",Local,31/10/2025,3400,3800,3800
"Tamil Nadu",Salem,"Thammampatti (Uzhavar Sandhai )",Raddish,Raddish,Local,31/10/2025,3400,3600,3600
"Tamil Nadu",Salem,"Thathakapatti(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,31/10/2025,2000,2400,2400
"Tamil Nadu",Salem,"Thathakapatti(Uzhavar Sandhai )","Amla(Nelli Kai)",Amla,Local,31/10/2025,5000,6000,6000
"Tamil Nadu",Salem,"Thathakapatti(Uzhavar Sandhai )",Ashgourd,Gouard,Local,31/10/2025,2600,2600,2600
"Tamil Nadu",Salem,"Thathakapatti(Uzhavar Sandhai )","Chow Chow","Chow Chow",Local,31/10/2025,2400,2600,2600
"Tamil Nadu",Salem,"Thathakapatti(Uzhavar Sandhai )","Custard Apple (Sharifa)","Custard Apple(Sharifa)",Local,31/10/2025,4000,4000,4000
"Tamil Nadu",Salem,"Thathakapatti(Uzhavar Sandhai )",Groundnut,"Big (With Shell)",Local,31/10/2025,5000,6000,6000
"Tamil Nadu",Salem,"Thathakapatti(Uzhavar Sandhai )",Guava,"Guava Alahabad",Local,31/10/2025,5000,6000,6000
"Tamil Nadu",Salem,"Thathakapatti(Uzhavar Sandhai )",Jasmine,Jasmine,Local,31/10/2025,100000,110000,110000
"Tamil Nadu",Salem,"Thathakapatti(Uzhavar Sandhai )",Lemon,Lemon,Local,31/10/2025,5000,6000,6000
"Tamil Nadu",Salem,"Thathakapatti(Uzhavar Sandhai )",Mashrooms,Mashrooms,Local,31/10/2025,3000,3500,3500
"Tamil Nadu",Salem,"Thathakapatti(Uzhavar Sandhai )","Mousambi(Sweet Lime)",Mousambi,Local,31/10/2025,3000,3500,3500
"Tamil Nadu",Salem,"Thathakapatti(Uzhavar Sandhai )","Onion Green","Onion Green",Local,31/10/2025,4000,4000,4000
"Tamil Nadu",Salem,"Thathakapatti(Uzhavar Sandhai )",Papaya,Papaya,Local,31/10/2025,3000,3500,3500
"Tamil Nadu",Salem,"Thathakapatti(Uzhavar Sandhai )",Rose(Local),"Rose (Local)",Local,31/10/2025,16000,18000,18000
"Tamil Nadu",Salem,"Thathakapatti(Uzhavar Sandhai )","Sweet Potato","Hosur Red",Local,31/10/2025,3500,4000,4000
"Tamil Nadu",Salem,"Thathakapatti(Uzhavar Sandhai )","Tube Rose(Loose)","Tube Rose (Loose)",Local,31/10/2025,8000,10000,10000
"Tamil Nadu",Sivaganga,"Devakottai (Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,31/10/2025,10000,10500,10500
"Tamil Nadu",Sivaganga,"Devakottai (Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,31/10/2025,4800,5000,5000
"Tamil Nadu",Sivaganga,"Devakottai (Uzhavar Sandhai )",Cabbage,Cabbage,Local,31/10/2025,3500,4000,4000
"Tamil Nadu",Sivaganga,"Devakottai (Uzhavar Sandhai )",Drumstick,Drumstick,Local,31/10/2025,7400,8500,8500
"Tamil Nadu",Sivaganga,"Devakottai (Uzhavar Sandhai )","Elephant Yam (Suran)","Elephant Yam (Suran)",Local,31/10/2025,5400,6500,6500
"Tamil Nadu",Sivaganga,"Devakottai (Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,31/10/2025,10500,13500,13500
"Tamil Nadu",Sivaganga,"Devakottai (Uzhavar Sandhai )",Papaya,Papaya,Local,31/10/2025,3500,4000,4000
"Tamil Nadu",Sivaganga,"Devakottai (Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,31/10/2025,3400,4000,4000
"Tamil Nadu",Sivaganga,"Karaikudi(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,31/10/2025,3600,4000,4000
"Tamil Nadu",Sivaganga,"Karaikudi(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,31/10/2025,4500,5500,5500
"Tamil Nadu",Sivaganga,"Karaikudi(Uzhavar Sandhai )",Carrot,Pusakesar,Local,31/10/2025,5500,6500,6500
"Tamil Nadu",Sivaganga,"Karaikudi(Uzhavar Sandhai )","Chow Chow","Chow Chow",Local,31/10/2025,2000,2400,2400
"Tamil Nadu",Sivaganga,"Karaikudi(Uzhavar Sandhai )","Elephant Yam (Suran)","Elephant Yam (Suran)",Local,31/10/2025,5000,6000,6000
"Tamil Nadu",Sivaganga,"Karaikudi(Uzhavar Sandhai )","Knool Khol","Knool Khol",Local,31/10/2025,6000,7000,7000
"Tamil Nadu",Sivaganga,"Karaikudi(Uzhavar Sandhai )",Lemon,Lemon,Local,31/10/2025,8000,10000,10000
"Tamil Nadu",Sivaganga,"Singampunari(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,31/10/2025,2000,2500,2500
"Tamil Nadu",Sivaganga,"Singampunari(Uzhavar Sandhai )",Cabbage,Cabbage,Local,31/10/2025,3500,3500,3500
"Tamil Nadu",Sivaganga,"Singampunari(Uzhavar Sandhai )","Chow Chow","Chow Chow",Local,31/10/2025,2000,2000,2000
"Tamil Nadu",Sivaganga,"Singampunari(Uzhavar Sandhai )",Coconut,Coconut,Local,31/10/2025,7500,8000,8000
"Tamil Nadu",Sivaganga,"Singampunari(Uzhavar Sandhai )",Drumstick,Drumstick,Local,31/10/2025,8000,8000,8000
"Tamil Nadu",Sivaganga,"Singampunari(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,31/10/2025,2500,2500,2500
"Tamil Nadu",Sivaganga,"Singampunari(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,31/10/2025,3800,4200,4200
"Tamil Nadu",Sivaganga,"Sivagangai (Uzhavar Sandhai )",Cabbage,Cabbage,Local,31/10/2025,3200,3800,3800
"Tamil Nadu",Sivaganga,"Sivagangai (Uzhavar Sandhai )",Drumstick,Drumstick,Local,31/10/2025,7200,8200,8200
"Tamil Nadu",Sivaganga,"Sivagangai (Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,31/10/2025,8200,10200,10200
"Tamil Nadu",Sivaganga,"Sivagangai (Uzhavar Sandhai )","Knool Khol","Knool Khol",Local,31/10/2025,6200,6600,6600
"Tamil Nadu",Sivaganga,"Sivagangai (Uzhavar Sandhai )",Onion,Bellary,Local,31/10/2025,2600,3200,3200
"Tamil Nadu",Sivaganga,"Sivagangai (Uzhavar Sandhai )","Onion Green","Onion Green",Local,31/10/2025,6200,6600,6600
"Tamil Nadu",Sivaganga,"Sivagangai (Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,31/10/2025,2200,2600,2600
"Tamil Nadu",Sivaganga,"Sivagangai (Uzhavar Sandhai )",Raddish,Raddish,Local,31/10/2025,3200,3800,3800
"Tamil Nadu",Sivaganga,"Sivagangai (Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,31/10/2025,3800,5200,5200
"Tamil Nadu",Sivaganga,"Tirupatthur(Uzhavar Sandhai )",Ashgourd,Gouard,Local,31/10/2025,2500,3000,3000
"Tamil Nadu",Sivaganga,"Tirupatthur(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,31/10/2025,5400,6500,6500
"Tamil Nadu",Sivaganga,"Tirupatthur(Uzhavar Sandhai )","Knool Khol","Knool Khol",Local,31/10/2025,6500,7000,7000
"Tamil Nadu",Sivaganga,"Tirupatthur(Uzhavar Sandhai )",Lemon,Lemon,Local,31/10/2025,8400,9500,9500
"Tamil Nadu",Sivaganga,"Tirupatthur(Uzhavar Sandhai )","Onion Green","Onion Green",Local,31/10/2025,6500,7000,7000
"Tamil Nadu",Sivaganga,"Tirupatthur(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,31/10/2025,2500,3000,3000
"Tamil Nadu",Sivaganga,"Tirupatthur(Uzhavar Sandhai )","Sweet Potato","Hosur Red",Local,31/10/2025,4500,5000,5000
"Tamil Nadu",Tenkasi,"Sankarankoil(Uzhavar Sandhai )",Ashgourd,Gouard,Local,31/10/2025,2500,2500,2500
"Tamil Nadu",Tenkasi,"Sankarankoil(Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,31/10/2025,10000,10000,10000
"Tamil Nadu",Tenkasi,"Sankarankoil(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,31/10/2025,7000,7000,7000
"Tamil Nadu",Tenkasi,"Sankarankoil(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,31/10/2025,6000,6000,6000
"Tamil Nadu",Tenkasi,"Sankarankoil(Uzhavar Sandhai )",Guava,"Guava Alahabad",Local,31/10/2025,4000,4000,4000
"Tamil Nadu",Tenkasi,"Sankarankoil(Uzhavar Sandhai )",Tapioca,Tapioca,Local,31/10/2025,3500,3500,3500
"Tamil Nadu",Tenkasi,"Tenkasi(Uzhavar Sandhai )",Beetroot,Beetroot,Local,31/10/2025,3000,3500,3500
"Tamil Nadu",Tenkasi,"Tenkasi(Uzhavar Sandhai )",Cabbage,Cabbage,Local,31/10/2025,3000,3000,3000
"Tamil Nadu",Tenkasi,"Tenkasi(Uzhavar Sandhai )",Capsicum,Capsicum,Local,31/10/2025,7000,8000,8000
"Tamil Nadu",Tenkasi,"Tenkasi(Uzhavar Sandhai )",Coconut,Coconut,Local,31/10/2025,7200,7200,7200
"Tamil Nadu",Tenkasi,"Tenkasi(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,31/10/2025,5000,5000,5000
"Tamil Nadu",Tenkasi,"Tenkasi(Uzhavar Sandhai )","Elephant Yam (Suran)","Elephant Yam (Suran)",Local,31/10/2025,6000,6000,6000
"Tamil Nadu",Tenkasi,"Tenkasi(Uzhavar Sandhai )",Lemon,Lemon,Local,31/10/2025,8000,8000,8000
"Tamil Nadu",Tenkasi,"Tenkasi(Uzhavar Sandhai )","Onion Green","Onion Green",Local,31/10/2025,3000,4500,4500
"Tamil Nadu",Tenkasi,"Tenkasi(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,31/10/2025,4000,4000,4000
"Tamil Nadu",Thanjavur,"Kumbakonam (Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,31/10/2025,9600,9600,9600
"Tamil Nadu",Thanjavur,"Kumbakonam (Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,31/10/2025,2500,2500,2500
"Tamil Nadu",Thanjavur,"Kumbakonam (Uzhavar Sandhai )",Cauliflower,Ranchi,Local,31/10/2025,8000,8000,8000
"Tamil Nadu",Thanjavur,"Kumbakonam (Uzhavar Sandhai )",Coconut,Coconut,Local,31/10/2025,7500,7500,7500
"Tamil Nadu",Thanjavur,"Kumbakonam (Uzhavar Sandhai )","Elephant Yam (Suran)","Elephant Yam (Suran)",Local,31/10/2025,6000,6000,6000
"Tamil Nadu",Thanjavur,"Kumbakonam (Uzhavar Sandhai )",Guava,"Guava Alahabad",Local,31/10/2025,6000,6000,6000
"Tamil Nadu",Thanjavur,"Kumbakonam (Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,31/10/2025,4800,4800,4800
"Tamil Nadu",Thanjavur,"Papanasam(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,31/10/2025,2500,2500,2500
"Tamil Nadu",Thanjavur,"Papanasam(Uzhavar Sandhai )",Cabbage,Cabbage,Local,31/10/2025,3600,3600,3600
"Tamil Nadu",Thanjavur,"Pattukottai(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,31/10/2025,2000,2000,2000
"Tamil Nadu",Thanjavur,"Pattukottai(Uzhavar Sandhai )",Brinjal,Round,Local,31/10/2025,5400,6400,6400
"Tamil Nadu",Thanjavur,"Pattukottai(Uzhavar Sandhai )","Chow Chow","Chow Chow",Local,31/10/2025,2400,2400,2400
"Tamil Nadu",Thanjavur,"Pattukottai(Uzhavar Sandhai )",Raddish,Raddish,Local,31/10/2025,5400,5400,5400
"Tamil Nadu",Thanjavur,"Thanjavur(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,31/10/2025,5000,5000,5000
"Tamil Nadu",Thanjavur,"Thanjavur(Uzhavar Sandhai )",Garlic,Average,Local,31/10/2025,12000,12000,12000
"Tamil Nadu",Thanjavur,"Thanjavur(Uzhavar Sandhai )",Lemon,Lemon,Local,31/10/2025,6500,6500,6500
"Tamil Nadu",Thanjavur,"Thanjavur(Uzhavar Sandhai )",Mashrooms,Mashrooms,Local,31/10/2025,25000,25000,25000
"Tamil Nadu",Thanjavur,"Thanjavur(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,31/10/2025,5000,5000,5000
"Tamil Nadu",Thanjavur,"Thanjavur(Uzhavar Sandhai )","Onion Green","Onion Green",Local,31/10/2025,4800,5600,5600
"Tamil Nadu",Thanjavur,"Thanjavur(Uzhavar Sandhai )",Papaya,Papaya,Local,31/10/2025,5000,5000,5000
"Tamil Nadu",Thanjavur,"Thanjavur(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,31/10/2025,2400,2400,2400
"Tamil Nadu",Thanjavur,"Thanjavur(Uzhavar Sandhai )",Raddish,Raddish,Local,31/10/2025,4000,4000,4000
"Tamil Nadu",Thanjavur,"Thanjavur(Uzhavar Sandhai )",Tomato,Deshi,Local,31/10/2025,3000,3000,3000
"Tamil Nadu",Thanjavur,"Thanjavur(Uzhavar Sandhai )","Yam (Ratalu)","Yam (Ratalu)",Local,31/10/2025,6600,6600,6600
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai )",Beetroot,Beetroot,Local,31/10/2025,4000,4500,4500
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,31/10/2025,2200,2400,2400
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,31/10/2025,4500,5000,5000
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai )",Cowpea(Veg),"Cowpea (Veg)",Local,31/10/2025,4200,4600,4600
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai )",Cucumbar(Kheera),Cucumbar,Local,31/10/2025,4500,5000,5000
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai )","Onion Green","Onion Green",Local,31/10/2025,5500,6000,6000
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai )",Raddish,Raddish,Local,31/10/2025,3200,3500,3500
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,31/10/2025,4000,4500,4500
"Tamil Nadu","The Nilgiris","Coonoor(Uzhavar Sandhai )",Turnip,Turnip,Local,31/10/2025,3200,3500,3500
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai )",Ashgourd,Gouard,Local,31/10/2025,2500,3000,3000
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,31/10/2025,5500,6000,6000
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai )",Coconut,Coconut,Local,31/10/2025,7600,8000,8000
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai )",Cucumbar(Kheera),Cucumbar,Local,31/10/2025,3500,4000,4000
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,31/10/2025,4500,5000,5000
"Tamil Nadu","The Nilgiris","Gudalur(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,31/10/2025,3500,4000,4000
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai )",Apple,American,Local,31/10/2025,15000,16000,16000
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai )",Beetroot,Beetroot,Local,31/10/2025,3500,4000,4000
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai )",Capsicum,Capsicum,Local,31/10/2025,6000,7000,7000
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,31/10/2025,4500,4800,4800
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai )",Coconut,Coconut,Local,31/10/2025,7800,8000,8000
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai )",Cucumbar(Kheera),Cucumbar,Local,31/10/2025,4000,5000,5000
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai )",Garlic,Average,Local,31/10/2025,10000,12000,12000
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai )",Grapes,Annabesahai,Local,31/10/2025,9000,10000,10000
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai )","Mango (Raw-Ripe)","Mango - Raw-Ripe",Local,31/10/2025,5000,6000,6000
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai )",Onion,Bellary,Local,31/10/2025,3000,3200,3200
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai )",Thondekai,Thondekai,Local,31/10/2025,4000,4500,4500
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai )",Turnip,Turnip,Local,31/10/2025,3000,3500,3500
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,31/10/2025,2000,2500,2500
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,31/10/2025,2000,2500,2500
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai )",Beetroot,Beetroot,Local,31/10/2025,2200,2500,2500
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai )",Brinjal,Round,Local,31/10/2025,5500,6000,6000
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai )",Colacasia,Colacasia,Local,31/10/2025,3800,4000,4000
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai )","Elephant Yam (Suran)","Elephant Yam (Suran)",Local,31/10/2025,3800,4000,4000
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,31/10/2025,7000,7500,7500
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai )","Indian Beans (Seam)","Indian Beans (Seam)",Local,31/10/2025,5500,6000,6000
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai )",Lemon,Lemon,Local,31/10/2025,7000,7500,7500
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai )",Mashrooms,Mashrooms,Local,31/10/2025,20000,22000,22000
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,31/10/2025,1500,2000,2000
"Tamil Nadu",Theni,"Bodinayakanur(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,31/10/2025,2500,2500,2500
"Tamil Nadu",Theni,"Bodinayakanur(Uzhavar Sandhai )",Banana,Besrai,Local,31/10/2025,6000,6000,6000
"Tamil Nadu",Theni,"Bodinayakanur(Uzhavar Sandhai )",Colacasia,Colacasia,Local,31/10/2025,3800,4000,4000
"Tamil Nadu",Theni,"Bodinayakanur(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,31/10/2025,2800,3000,3000
"Tamil Nadu",Theni,"Chinnamanur(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,31/10/2025,2500,2500,2500
"Tamil Nadu",Theni,"Chinnamanur(Uzhavar Sandhai )",Capsicum,Capsicum,Local,31/10/2025,6500,6500,6500
"Tamil Nadu",Theni,"Chinnamanur(Uzhavar Sandhai )",Carrot,Pusakesar,Local,31/10/2025,4800,4800,4800
"Tamil Nadu",Theni,"Chinnamanur(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,31/10/2025,4800,4800,4800
"Tamil Nadu",Theni,"Chinnamanur(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,31/10/2025,2800,2800,2800
"Tamil Nadu",Theni,"Chinnamanur(Uzhavar Sandhai )",Tapioca,Tapioca,Local,31/10/2025,2600,2600,2600
"Tamil Nadu",Theni,"Devaram(Uzhavar Sandhai )",Banana,Besrai,Local,31/10/2025,6000,6000,6000
"Tamil Nadu",Theni,"Devaram(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,31/10/2025,5000,5000,5000
"Tamil Nadu",Theni,"Devaram(Uzhavar Sandhai )",Drumstick,Drumstick,Local,31/10/2025,4500,4500,4500
